6.732792854309082031e-01,3.018786668777465820e+00
7.695556282997131348e-01,2.936187744140625000e+00
6.733854413032531738e-01,3.015920639038085938e+00
7.903540134429931641e-01,3.150491952896118164e+00
8.162340521812438965e-01,2.852874755859375000e+00
6.881139874458312988e-01,2.439073801040649414e+00
6.222215890884399414e-01,3.077235937118530273e+00
7.532860636711120605e-01,3.059921264648437500e+00
8.210165500640869141e-01,4.378551006317138672e+00
8.716993927955627441e-01,4.073098182678222656e+00
6.859129071235656738e-01,3.353682518005371094e+00
5.012987256050109863e-01,2.596360683441162109e+00
4.078802168369293213e-01,2.619161128997802734e+00
5.180067420005798340e-01,3.057602882385253906e+00
6.794776320457458496e-01,3.745933294296264648e+00
6.750882267951965332e-01,3.119370460510253906e+00
5.762342214584350586e-01,3.020066261291503906e+00
6.135796308517456055e-01,3.150744915008544922e+00
7.803642749786376953e-01,2.895545005798339844e+00
7.549272775650024414e-01,2.987030267715454102e+00
7.427359819412231445e-01,3.257563591003417969e+00
8.199934959411621094e-01,3.405714511871337891e+00
9.797066450119018555e-01,3.563328981399536133e+00
9.644091129302978516e-01,3.846883773803710938e+00
8.330621123313903809e-01,3.990504264831542969e+00
7.610002160072326660e-01,3.862128734588623047e+00
9.617827534675598145e-01,3.892279148101806641e+00
8.162165880203247070e-01,3.776904821395874023e+00
8.027111887931823730e-01,3.551849842071533203e+00
8.339547514915466309e-01,2.990250825881958008e+00
9.387491345405578613e-01,1.944861173629760742e+00
8.287315368652343750e-01,9.923906922340393066e-01
7.859087586402893066e-01,7.509083151817321777e-01
6.663138866424560547e-01,6.319655776023864746e-01
7.913369536399841309e-01,2.274491339921951294e-01
8.258507847785949707e-01,-1.124434620141983032e-01
8.330276608467102051e-01,-4.708427488803863525e-01
8.783814907073974609e-01,-6.540563702583312988e-01
8.803216814994812012e-01,-6.960831880569458008e-01
9.440936446189880371e-01,-8.452642560005187988e-01
9.370551109313964844e-01,-1.009692311286926270e+00
7.897338867187500000e-01,-1.331575155258178711e+00
6.621674895286560059e-01,-1.691782951354980469e+00
7.221176028251647949e-01,-1.778393983840942383e+00
8.946365714073181152e-01,-1.340488910675048828e+00
7.956513762474060059e-01,-1.580014467239379883e+00
8.089731335639953613e-01,-1.090932369232177734e+00
7.606158256530761719e-01,-8.757136464118957520e-01
7.773749232292175293e-01,-4.195210635662078857e-01
8.026698231697082520e-01,-2.528688311576843262e-01
7.902809977531433105e-01,-1.152428090572357178e-01
8.121536374092102051e-01,-5.968701839447021484e-02
8.349878787994384766e-01,-4.182975739240646362e-02
8.429169058799743652e-01,-1.946206949651241302e-02
8.544872403144836426e-01,-3.810272738337516785e-02
8.604165911674499512e-01,-5.025273934006690979e-02
8.663085699081420898e-01,-4.306551069021224976e-02
8.552983403205871582e-01,-7.597596198320388794e-02
8.372679352760314941e-01,-2.835649996995925903e-02
8.054409027099609375e-01,2.887107990682125092e-02
8.064582943916320801e-01,4.773446917533874512e-02
7.994459271430969238e-01,9.849306941032409668e-02
8.067131042480468750e-01,4.477591067552566528e-02
8.108250498771667480e-01,1.185807064175605774e-01
7.942222952842712402e-01,8.351237326860427856e-02
8.084975481033325195e-01,3.433561697602272034e-02
8.106816411018371582e-01,1.176298111677169800e-01
7.899249792098999023e-01,3.352804109454154968e-03
8.093042969703674316e-01,4.728579893708229065e-03
7.865600585937500000e-01,-3.058573044836521149e-02
7.669590115547180176e-01,-4.328212141990661621e-02
7.751904726028442383e-01,-5.165590345859527588e-02
7.746633291244506836e-01,2.678699605166912079e-02
7.758441567420959473e-01,2.230118773877620697e-02
7.705346941947937012e-01,2.871292643249034882e-02
7.752292752265930176e-01,2.602663449943065643e-02
7.653697133064270020e-01,2.163048647344112396e-02
7.699669599533081055e-01,2.806784771382808685e-02
7.637849450111389160e-01,2.445874549448490143e-02
7.714399695396423340e-01,2.426616661250591278e-02
7.734110951423645020e-01,8.015023544430732727e-03
7.675220370292663574e-01,1.886085607111454010e-02
7.600061297416687012e-01,9.194137528538703918e-03
7.446661591529846191e-01,-3.380479291081428528e-03
7.433371543884277344e-01,-6.357701495289802551e-03
7.442548871040344238e-01,-6.410161033272743225e-03
7.619869709014892578e-01,-1.045274920761585236e-02
7.559249997138977051e-01,-1.783944480121135712e-02
7.581546902656555176e-01,-2.818856574594974518e-02
7.564384341239929199e-01,-5.669776350259780884e-02
6.656157374382019043e-01,-4.491188377141952515e-02
7.519943118095397949e-01,-2.653798647224903107e-02
7.278991341590881348e-01,-7.125688344240188599e-02
6.616850495338439941e-01,-3.514956682920455933e-02
7.483816146850585938e-01,-3.090118803083896637e-02
7.151817083358764648e-01,-5.029583349823951721e-02
6.670164465904235840e-01,-3.401567414402961731e-02
6.662723422050476074e-01,-3.529543802142143250e-02
7.631881833076477051e-01,-5.964141339063644409e-02
7.654845118522644043e-01,-4.610266163945198059e-02
7.827084064483642578e-01,-3.750158473849296570e-02
7.782897949218750000e-01,-1.746842078864574432e-02
7.741802334785461426e-01,-1.453282311558723450e-03
7.650976777076721191e-01,2.658872492611408234e-02
7.778199315071105957e-01,3.765681013464927673e-02
7.876584529876708984e-01,2.134101279079914093e-02
8.069580793380737305e-01,-1.368077471852302551e-03
8.039430975914001465e-01,7.927155122160911560e-03
7.892659902572631836e-01,2.948356233537197113e-02
7.862342000007629395e-01,3.632660210132598877e-02
7.860750555992126465e-01,3.849665820598602295e-02
7.753838896751403809e-01,3.113315440714359283e-02
8.182064890861511230e-01,1.037648618221282959e-01
8.111361265182495117e-01,2.286938130855560303e-01
8.363986611366271973e-01,1.936394125223159790e-01
7.929399609565734863e-01,1.389381140470504761e-01
7.909507155418395996e-01,2.273492515087127686e-01
7.835723757743835449e-01,3.893852829933166504e-01
7.461499571800231934e-01,6.797732710838317871e-01
